user_id,order_id,timestamp,lat,lon,platform,basket_value,discount_given,repeat_purchase
9,15970,2024-03-13 11:00:00,28.79280871359117,77.49452720707087,blinkit,976.8,100,0
10,6940,2024-03-29 15:00:00,28.51666034755752,77.3811134181527,blinkit,232.0,0,1
10,1627,2024-03-30 06:00:00,28.59723456672509,77.13594551043832,blinkit,707.2,0,1
10,11572,2024-04-01 09:00:00,29.094667756408437,76.90373530726455,bigbasket,408.8,0,0
11,52,2024-01-22 18:00:00,28.305889815800803,77.3156016776144,bigbasket,288.8,0,1
11,16701,2024-02-05 08:00:00,28.60259993780332,77.55658518102106,blinkit,216.8,0,1
11,18664,2024-02-23 23:00:00,28.83238914647442,77.25850214524266,blinkit,406.4,0,1
11,10402,2024-03-19 18:00:00,28.422265268105928,77.44092834039051,blinkit,390.4,0,0
12,3414,2024-02-03 23:00:00,28.343505579333456,77.1139477960843,blinkit,362.4,0,1
12,8173,2024-03-01 17:00:00,28.773822819857617,77.36318375913275,blinkit,972.8,100,1
12,5469,2024-03-29 22:00:00,28.714704517821577,76.96947647951868,bigbasket,904.8,100,1
12,5283,2024-04-11 12:00:00,29.088929059164503,76.96765254092145,bigbasket,856.8,100,0
13,17425,2024-01-24 01:00:00,29.011186628864547,77.04834450964042,blinkit,962.4,100,1
13,19620,2024-02-17 18:00:00,28.868323844852224,77.09439365839326,blinkit,922.4,100,0
13,10990,2024-04-01 13:00:00,29.016838652342507,77.39792468970312,blinkit,561.6,0,0
14,2963,2024-01-02 20:00:00,28.3806092168971,77.12444782766978,blinkit,758.4,0,0
14,18267,2024-02-12 08:00:00,28.60162819284441,77.35933828615129,blinkit,673.6,0,0
14,3287,2024-03-28 22:00:00,28.802781304163936,76.83488550075101,bigbasket,834.4,0,1
14,19616,2024-04-03 03:00:00,28.52033059436351,76.97605520056646,bigbasket,236.0,0,1
14,10110,2024-04-07 16:00:00,28.587592358753863,77.57678192017185,bigbasket,630.4,0,1
14,10609,2024-04-23 10:00:00,29.059272392985104,77.03048730776126,blinkit,204.8,0,0
15,6033,2024-01-09 09:00:00,28.39955402226365,77.37038775137937,bigbasket,565.6,0,1
15,15301,2024-01-11 16:00:00,28.398285300729025,77.40981648554383,blinkit,420.8,0,0
15,12755,2024-04-07 14:00:00,29.042875704075875,76.99460274405213,bigbasket,967.2,100,0
16,5795,2024-01-10 13:00:00,28.917537708747712,77.52752123237838,blinkit,314.4,0,1
16,1634,2024-01-25 21:00:00,28.852321563612403,77.28151701247475,blinkit,288.8,0,1
16,12852,2024-01-29 06:00:00,29.07753340865917,77.33082131540132,bigbasket,679.2,0,0
16,8968,2024-03-03 11:00:00,28.555492818805764,77.32910811684998,blinkit,560.0,0,1
16,12288,2024-03-11 11:00:00,28.916631391299514,77.38400564384257,bigbasket,713.6,0,1
16,1077,2024-03-20 00:00:00,28.735638721633077,77.08003625938439,blinkit,664.8,0,1
16,19350,2024-04-11 08:00:00,28.94856173819557,77.20102212626081,blinkit,298.4,0,1
16,16846,2024-04-27 16:00:00,28.431468661555314,76.81429719457846,blinkit,609.6,0,0
17,3567,2024-01-12 14:00:00,28.988586689491896,76.80240751642268,blinkit,668.8,0,1
17,16757,2024-01-14 13:00:00,28.50219280115548,76.82163453101968,blinkit,652.8,0,1
17,14707,2024-02-05 03:00:00,28.56664994057292,76.80371338204293,bigbasket,296.0,0,1
17,3198,2024-02-09 06:00:00,28.37527944530898,76.97510874664245,bigbasket,850.4,100,1
17,13782,2024-02-11 01:00:00,29.088633247140184,77.08501804233498,bigbasket,410.4,0,1
17,19885,2024-02-14 09:00:00,28.557083348406323,77.26501320518622,bigbasket,466.4,0,1
17,11501,2024-02-14 17:00:00,28.715079916039063,77.21905936531788,bigbasket,620.0,0,1
17,19276,2024-03-08 14:00:00,28.306668266205428,77.13032618314419,blinkit,296.0,0,1
17,18393,2024-03-11 14:00:00,28.4721532063602,76.96987068958688,blinkit,316.8,0,0
17,6971,2024-04-18 10:00:00,28.918890098433277,77.46467300107766,bigbasket,328.8,0,0
18,2010,2024-01-01 06:00:00,28.850027148087896,77.5054163474418,bigbasket,998.4,100,1
18,18594,2024-01-10 04:00:00,28.48633833859288,77.55088216497633,bigbasket,533.6,0,1
18,5391,2024-01-14 07:00:00,28.74950226791441,77.39415079196412,blinkit,671.2,0,1
18,8882,2024-01-28 04:00:00,29.049874657071623,77.37520191042954,blinkit,620.0,0,1
18,5726,2024-02-11 10:00:00,29.005250559891508,76.86010761729341,blinkit,448.8,0,1
18,4242,2024-02-18 22:00:00,28.96249823067002,76.8440515774419,blinkit,286.4,0,1
18,15133,2024-03-05 02:00:00,28.936136163119,76.95186183596186,bigbasket,676.8,0,1
18,6951,2024-03-11 16:00:00,28.77631422355462,77.55272842300484,blinkit,555.2,0,1
18,3945,2024-03-15 10:00:00,28.44225157123644,77.24893413856813,bigbasket,609.6,0,1
18,2442,2024-03-16 16:00:00,28.42831145925419,77.50447042135858,blinkit,324.0,0,1
18,6841,2024-04-09 08:00:00,28.86168365398913,77.01401762737969,blinkit,300.8,0,1
18,2738,2024-04-21 15:00:00,28.723700192767588,76.80050173516958,bigbasket,300.0,0,0
19,16332,2024-01-12 14:00:00,28.785623865723693,77.58018940374397,bigbasket,231.2,0,1
19,5,2024-01-23 19:00:00,28.37534187831012,77.27819259870685,blinkit,439.2,0,0
19,11109,2024-04-20 11:00:00,28.6429151299946,76.94433920094112,blinkit,542.4,0,0
20,1942,2024-02-27 22:00:00,28.663915521386112,77.2248245554956,blinkit,897.6,100,1
20,19414,2024-03-01 07:00:00,28.714586483687523,77.5725941093392,blinkit,729.6,0,1
20,7862,2024-03-02 10:00:00,28.33113642462926,76.98738301306564,bigbasket,540.0,0,1
20,11580,2024-03-30 22:00:00,28.74423930897415,76.92741450903347,blinkit,734.4,0,1
20,16447,2024-04-25 09:00:00,28.66085251177936,76.90567373928202,blinkit,497.6,0,0
21,13736,2024-02-05 11:00:00,28.94632294105188,77.29333332435414,blinkit,276.0,0,0
21,3792,2024-04-17 09:00:00,28.559816502907584,76.8032770956223,bigbasket,446.4,0,0
22,12589,2024-02-13 09:00:00,28.70341572247517,76.80071446563923,bigbasket,229.6,0,1
22,8720,2024-03-08 16:00:00,28.33170180916673,77.1306908097021,bigbasket,945.6,100,1
22,17839,2024-03-11 08:00:00,28.69416287344824,77.42143116756854,bigbasket,319.2,0,1
22,15306,2024-03-25 03:00:00,28.837847824326147,77.36752285903746,bigbasket,316.0,0,1
22,5553,2024-04-11 15:00:00,28.58018415725431,77.28771776239715,blinkit,418.4,0,1
22,12707,2024-04-27 02:00:00,28.488962311496717,76.92060023808565,bigbasket,948.0,100,0
23,12343,2024-01-04 07:00:00,28.381397786465737,76.97724541016514,blinkit,510.4,0,1
23,10425,2024-01-17 07:00:00,28.79326166379695,76.85717728636126,bigbasket,848.8,100,1
23,17521,2024-02-05 14:00:00,28.67040526920441,77.11548415582295,bigbasket,560.0,0,1
23,7277,2024-02-25 15:00:00,28.61393348017364,76.94836533506242,blinkit,640.0,0,0
24,140,2024-01-04 01:00:00,28.366183999937952,77.19771803687544,blinkit,800.0,0,1
24,6834,2024-01-18 00:00:00,29.07900621421492,76.82250068911453,blinkit,864.8,100,1
24,9475,2024-02-15 04:00:00,28.591894580780615,77.17059934116959,bigbasket,416.0,0,1
24,6731,2024-02-19 04:00:00,28.944933997404824,77.13500036778409,bigbasket,989.6,100,1
24,6698,2024-03-08 06:00:00,28.398528468698316,77.23253093125375,blinkit,375.2,0,0
24,4219,2024-04-29 12:00:00,29.08071567382506,76.80386144180507,blinkit,884.0,100,0
25,8148,2024-02-06 12:00:00,28.465139421258566,77.24608186075754,blinkit,223.2,0,0
25,13146,2024-03-26 22:00:00,28.32097082597381,77.19820144735861,blinkit,306.4,0,1
25,564,2024-03-31 08:00:00,28.810070960382767,77.59240832794848,blinkit,576.0,0,1
25,17677,2024-04-17 03:00:00,28.979665114820715,77.30542140283852,blinkit,281.6,0,0
26,10797,2024-01-10 15:00:00,28.44657770111897,77.50074700883033,bigbasket,530.4,0,1
26,1161,2024-01-25 18:00:00,28.32787068022393,76.9696542984063,bigbasket,420.0,0,1
26,11752,2024-01-29 12:00:00,28.39155599009789,77.00154367468339,blinkit,781.6,0,1
26,16159,2024-02-22 14:00:00,29.026498254823043,77.23570173767212,bigbasket,973.6,100,0
26,17879,2024-04-08 13:00:00,28.421945940981995,77.39116363229905,blinkit,544.8,0,1
26,1730,2024-04-18 18:00:00,28.61714898829185,77.1261197233537,blinkit,255.2,0,0
27,2166,2024-01-01 11:00:00,28.516272776422117,77.04695711009072,blinkit,624.0,0,0
27,2033,2024-03-23 13:00:00,28.57586500751907,77.49560917078136,bigbasket,529.6,0,1
27,8124,2024-04-01 21:00:00,28.456299997844773,77.29163829403885,bigbasket,989.6,100,1
27,6099,2024-04-08 02:00:00,28.810677449409432,77.2881885924603,bigbasket,717.6,0,1
27,3078,2024-04-26 13:00:00,28.78876694273336,77.56608298317835,bigbasket,913.6,100,0
28,14339,2024-01-11 17:00:00,28.573577514476423,77.24345817547209,bigbasket,982.4,100,1
28,3717,2024-01-25 02:00:00,28.88421260982404,76.93670244727397,bigbasket,856.8,100,1
28,3989,2024-01-27 20:00:00,29.092353743140254,77.2924570814076,blinkit,553.6,0,0
28,533,2024-03-04 03:00:00,28.61027335613092,77.11119540803341,blinkit,331.2,0,1
28,11511,2024-03-09 05:00:00,28.517037518662697,77.01957171542833,bigbasket,231.2,0,1
28,13715,2024-03-25 09:00:00,28.818916074221764,77.28145832240804,blinkit,800.8,0,1
28,7612,2024-04-11 08:00:00,28.89378645681954,76.97461972799066,blinkit,522.4,0,1
28,18178,2024-04-18 06:00:00,28.657310691618772,76.97186710476385,blinkit,547.2,0,1
28,7354,2024-04-25 09:00:00,28.760322506669397,77.17784467284947,bigbasket,285.6,0,0
29,5714,2024-01-10 14:00:00,28.84883800371804,77.38744146281581,bigbasket,908.0,100,1
29,10917,2024-01-15 08:00:00,28.641369313526575,77.06797333379079,bigbasket,838.4,0,1
29,10026,2024-01-20 16:00:00,28.40336597170687,77.59952686881705,bigbasket,314.4,0,1
29,17423,2024-01-22 11:00:00,28.55250104217745,77.02955341928491,bigbasket,996.0,100,1
29,2144,2024-02-07 04:00:00,28.945118983036703,76.99218425509267,bigbasket,480.0,0,1
29,8132,2024-02-13 09:00:00,29.02226264605764,76.91607372994345,bigbasket,482.4,0,1
29,17008,2024-02-13 22:00:00,28.67645864202678,77.22626361497618,blinkit,240.8,0,1
29,5805,2024-02-18 04:00:00,28.707008705775344,77.22915866873588,bigbasket,989.6,100,0
29,8486,2024-04-14 23:00:00,28.970540811809663,77.06267224161977,bigbasket,809.6,0,0
30,8499,2024-01-02 14:00:00,28.7453295258898,76.85481021987489,blinkit,775.2,0,1
30,708,2024-01-04 18:00:00,28.927059287500573,76.89171793774594,blinkit,522.4,0,1
30,6404,2024-01-09 04:00:00,28.719707325116232,77.16372234785167,bigbasket,650.4,0,0
30,3236,2024-02-13 11:00:00,28.40603705141981,76.82482871400447,blinkit,639.2,0,0
30,12078,2024-04-03 15:00:00,29.09200657629835,76.82757066196625,blinkit,932.0,100,1
30,15458,2024-04-03 20:00:00,28.576855813990303,76.98738308234131,bigbasket,492.0,0,1
30,3772,2024-04-24 11:00:00,29.069008413398706,76.94818347828036,bigbasket,300.0,0,0
31,10589,2024-01-03 08:00:00,28.411123126119385,76.97473270599626,bigbasket,656.8,0,1
31,9790,2024-01-25 07:00:00,29.02235432354288,77.13338599184195,blinkit,507.2,0,0
31,6833,2024-04-20 13:00:00,28.50597591458282,76.82494860039729,blinkit,913.6,100,0
32,16340,2024-02-07 01:00:00,28.3804086769634,77.28422823339874,blinkit,806.4,0,1
32,15210,2024-02-17 22:00:00,28.900073491910543,77.01389875608226,blinkit,365.6,0,0
32,18462,2024-03-23 16:00:00,28.608619047995138,77.5075725513579,bigbasket,562.4,0,1
32,16308,2024-04-14 10:00:00,28.67487232323291,77.52364728141409,bigbasket,484.0,0,0
33,15057,2024-01-13 21:00:00,28.94181965237769,77.40330206219537,bigbasket,743.2,0,0
33,9976,2024-03-08 15:00:00,28.388575886549265,76.87862980066339,bigbasket,543.2,0,1
33,17722,2024-04-07 19:00:00,28.33119116801435,77.41313061601421,bigbasket,632.0,0,1
33,7265,2024-04-25 16:00:00,28.74994369442704,77.29619104849367,blinkit,274.4,0,0
34,19023,2024-01-07 02:00:00,28.828858701581243,77.50133432304015,bigbasket,777.6,0,1
34,1821,2024-02-05 20:00:00,29.04237648653266,76.82621181591185,blinkit,965.6,100,0
34,5980,2024-03-17 15:00:00,28.832731760481995,77.52456275664672,blinkit,368.0,0,0
35,1612,2024-01-30 04:00:00,28.920632869149674,76.95784253092945,blinkit,881.6,100,1
35,7020,2024-02-02 13:00:00,28.74269869737975,77.33323599293615,bigbasket,749.6,0,0
35,7084,2024-03-29 02:00:00,28.466536753043695,76.85000255736344,bigbasket,344.8,0,0
36,14682,2024-01-21 18:00:00,28.930044514742526,77.17437477597471,blinkit,723.2,0,1
36,15654,2024-02-13 00:00:00,28.554923007790027,77.27838261204225,bigbasket,259.2,0,0
36,1506,2024-03-20 16:00:00,28.704609851794192,76.88398830669165,bigbasket,201.6,0,0
36,8971,2024-04-27 23:00:00,28.99277119533633,77.43956128395781,bigbasket,417.6,0,0
37,11001,2024-01-11 04:00:00,28.94225949704317,77.48253278757758,blinkit,453.6,0,1
37,1111,2024-01-11 06:00:00,28.4231708660621,76.86849285824994,bigbasket,228.8,0,1
37,3551,2024-01-15 05:00:00,28.990945631537496,76.96689079338717,blinkit,874.4,100,0
37,10342,2024-03-03 18:00:00,29.080559682189005,77.27189769004018,bigbasket,499.2,0,1
37,18289,2024-03-09 19:00:00,28.321455562859025,77.20416109591923,bigbasket,719.2,0,1
37,17743,2024-03-10 17:00:00,28.433290176772097,77.13906637846193,blinkit,551.2,0,0
38,19565,2024-01-24 05:00:00,28.385837803435447,76.9896093876682,blinkit,952.8,100,1
38,12609,2024-02-18 21:00:00,28.55104044753243,77.16895994700893,bigbasket,200.0,0,0
38,14284,2024-03-22 02:00:00,28.858352791742604,77.3405996513297,bigbasket,816.0,0,0
39,4885,2024-01-27 13:00:00,28.987880045492428,77.50358702191863,blinkit,451.2,0,1
39,9055,2024-02-14 03:00:00,28.96897464734979,77.46772239989933,blinkit,486.4,0,0
39,2263,2024-04-04 03:00:00,28.66670103292921,77.40756934897978,bigbasket,699.2,0,1
39,8065,2024-04-24 21:00:00,29.0514906518982,77.53511659004243,bigbasket,604.8,0,0
40,455,2024-01-20 21:00:00,28.37337680465936,76.92661876368881,bigbasket,456.8,0,1
40,13060,2024-01-31 07:00:00,28.74127217010961,77.55593839230538,blinkit,759.2,0,1
40,873,2024-02-06 13:00:00,29.083379706965825,77.19657114359373,blinkit,882.4,100,0
40,12154,2024-03-20 11:00:00,28.71952735342965,76.88710923578545,blinkit,276.0,0,1
40,4844,2024-03-31 17:00:00,28.643260092789458,77.25731529696331,blinkit,337.6,0,1
40,1223,2024-04-08 19:00:00,29.015609198175024,76.93234331914327,blinkit,639.2,0,1
40,14720,2024-04-22 08:00:00,28.566932312914027,76.919362657338,blinkit,925.6,100,0
41,11252,2024-01-27 08:00:00,28.92440358700032,77.11561544583566,bigbasket,736.0,0,1
41,7397,2024-01-31 20:00:00,28.611931226114837,77.4883977490038,bigbasket,500.0,0,0
41,19316,2024-03-06 10:00:00,28.4229258307008,77.20078530707507,bigbasket,642.4,0,1
41,15260,2024-03-10 10:00:00,28.435757283090226,76.83648461228071,bigbasket,729.6,0,0
41,968,2024-04-17 13:00:00,28.43086150216809,77.15027548240673,blinkit,652.8,0,0
42,19950,2024-01-12 08:00:00,29.02227069354961,77.15955375705482,bigbasket,783.2,0,1
42,19104,2024-01-13 14:00:00,28.82325930056743,77.4404147839058,blinkit,501.6,0,1
42,840,2024-01-17 13:00:00,28.711666441508424,77.563429173397,blinkit,790.4,0,0
43,8280,2024-01-31 11:00:00,28.557152106387655,77.59727512320988,blinkit,297.6,0,1
43,1623,2024-02-16 02:00:00,28.947952589155896,76.87303338833767,blinkit,700.8,0,0
43,15091,2024-04-11 09:00:00,28.556419498371135,76.9239584637076,bigbasket,440.8,0,0
44,11584,2024-01-29 17:00:00,28.60620183644261,77.25611834318849,blinkit,668.8,0,1
44,19113,2024-02-05 02:00:00,28.809653707994617,77.32348887943344,blinkit,323.2,0,1
44,18977,2024-02-23 15:00:00,28.419476411992868,77.1317090280575,bigbasket,674.4,0,1
44,858,2024-03-08 10:00:00,29.00269258704864,76.96089654999916,bigbasket,708.8,0,0
44,8144,2024-04-14 21:00:00,28.570411865726268,76.82679244504926,bigbasket,410.4,0,0
45,8232,2024-01-24 20:00:00,28.467055147428344,77.58009035932936,blinkit,690.4,0,0
45,17153,2024-03-08 22:00:00,28.80306335326221,77.50310407554721,bigbasket,279.2,0,1
45,16472,2024-03-13 02:00:00,28.92580500914437,76.92292463771209,bigbasket,485.6,0,0
46,5517,2024-01-15 17:00:00,28.440834655914607,77.50013090517545,blinkit,320.8,0,1
46,12040,2024-01-31 09:00:00,28.762314252177063,77.48332234359103,bigbasket,443.2,0,0
46,14718,2024-03-02 11:00:00,28.893231405684624,77.4710780866518,bigbasket,345.6,0,1
46,1217,2024-03-03 17:00:00,28.551799694851507,76.9843933305204,bigbasket,212.8,0,0
47,12651,2024-01-02 17:00:00,28.406798735298537,77.32003521159366,blinkit,304.8,0,1
47,16625,2024-01-14 05:00:00,28.3053628959409,77.23310299938056,blinkit,937.6,100,1
47,6435,2024-01-24 04:00:00,28.779316742070165,77.59457451276356,bigbasket,634.4,0,1
47,8974,2024-02-12 23:00:00,28.345229521737664,76.93141164947612,bigbasket,250.4,0,1
47,7616,2024-03-12 02:00:00,28.94714599007264,76.87592229721552,bigbasket,910.4,100,1
47,10539,2024-03-17 10:00:00,28.71480943506034,77.20444857363384,blinkit,483.2,0,0
48,1421,2024-01-15 12:00:00,28.863870658434543,77.59040578627926,bigbasket,271.2,0,1
48,19764,2024-01-20 17:00:00,28.986607185383548,77.56956666021824,blinkit,288.0,0,1
48,19540,2024-01-22 06:00:00,28.75971557039153,77.42437584327871,blinkit,506.4,0,1
48,2840,2024-01-26 05:00:00,28.336529828349367,77.2244171081808,blinkit,876.0,100,1
48,1140,2024-01-28 17:00:00,28.83781154497876,77.5756573051974,blinkit,636.0,0,1
48,7500,2024-02-09 02:00:00,28.319240380538616,77.15390842926367,bigbasket,740.0,0,1
48,6514,2024-02-16 04:00:00,28.901685546190688,77.11749101986288,bigbasket,927.2,100,1
48,18969,2024-02-18 13:00:00,28.72262028209936,77.07410108644159,blinkit,706.4,0,0
49,16884,2024-01-01 19:00:00,28.52868582630641,76.83478231582986,bigbasket,444.0,0,1
49,19634,2024-01-06 05:00:00,28.432858373829514,77.18006047724586,bigbasket,243.2,0,1
49,149,2024-02-01 01:00:00,28.65112916824404,76.83867308398084,blinkit,436.8,0,0
49,16469,2024-03-05 14:00:00,28.58762685688635,76.955443860856,bigbasket,697.6,0,1
49,18725,2024-03-14 18:00:00,28.37650771407194,77.24691689576585,blinkit,760.8,0,0
50,15724,2024-02-14 00:00:00,28.90143620780541,77.53366384686225,blinkit,350.4,0,1
50,7863,2024-03-10 06:00:00,28.401806094627783,77.30218135446967,bigbasket,974.4,100,1
50,10757,2024-03-20 06:00:00,28.971728743529425,76.9128068709763,bigbasket,899.2,100,1
50,12870,2024-03-24 04:00:00,28.43752695666332,77.37998419834716,blinkit,714.4,0,1
50,9639,2024-04-09 05:00:00,28.7883546990593,77.07731601401676,bigbasket,397.6,0,0
51,16708,2024-01-06 22:00:00,28.672430852791663,76.98836747826802,blinkit,953.6,100,1
51,13601,2024-02-05 19:00:00,28.7943318411652,77.41401256693872,bigbasket,301.6,0,1
51,2281,2024-02-21 09:00:00,28.636177983225952,77.41183339303171,bigbasket,207.2,0,1
51,15910,2024-03-06 22:00:00,28.64233515531614,77.36456694532819,blinkit,650.4,0,1
51,526,2024-04-04 08:00:00,28.591935488862603,77.43294239899744,blinkit,214.4,0,1
51,4948,2024-04-05 15:00:00,28.926470651938395,77.17537938520302,blinkit,337.6,0,1
51,14524,2024-04-14 02:00:00,28.940855975547272,77.49878215991335,blinkit,916.0,100,0
52,19457,2024-01-22 12:00:00,28.60415650539532,77.1749761673329,bigbasket,484.0,0,1
52,2339,2024-01-26 15:00:00,28.754196479275,76.97978468662357,bigbasket,316.8,0,0
52,131,2024-02-27 09:00:00,28.43647437482951,77.09326953597503,blinkit,963.2,100,1
52,15746,2024-03-15 20:00:00,28.4438813227494,77.06731863200915,blinkit,400.0,0,1
52,6029,2024-03-23 03:00:00,29.039047103667265,76.99679751041423,bigbasket,602.4,0,1
52,5598,2024-03-26 08:00:00,28.630977338931352,77.50432949523619,bigbasket,977.6,100,1
52,19510,2024-04-18 07:00:00,28.822398059617257,77.21444807083786,blinkit,686.4,0,0
53,16536,2024-01-05 22:00:00,28.43157314398297,76.9320852517007,blinkit,460.8,0,1
53,7968,2024-01-30 11:00:00,28.97876534249209,76.90763691081858,blinkit,802.4,0,1
53,2819,2024-02-23 10:00:00,28.647683340544774,77.38311064144675,bigbasket,328.8,0,0
53,7588,2024-03-28 20:00:00,29.098153044767734,77.16774183247003,blinkit,972.0,100,0
54,16571,2024-03-15 04:00:00,28.81031456061195,77.47655102967681,blinkit,940.8,100,1
54,17361,2024-04-13 22:00:00,29.05679947575651,76.88219090845747,blinkit,321.6,0,0
55,1674,2024-01-02 10:00:00,28.402634606808896,76.91257829122587,blinkit,467.2,0,0
55,4846,2024-02-19 03:00:00,28.54116933439041,77.1728699360605,blinkit,254.4,0,0
55,2551,2024-03-31 01:00:00,28.734647340988765,77.40677890632473,bigbasket,776.0,0,1
55,14243,2024-04-25 08:00:00,28.955713739728985,77.17461647248564,blinkit,367.2,0,1
55,18532,2024-04-26 09:00:00,29.027276494376043,76.81956607742734,bigbasket,232.8,0,0
56,11665,2024-01-11 05:00:00,28.8769666182191,76.9735938959495,bigbasket,413.6,0,0
56,5304,2024-04-21 17:00:00,28.56835674075941,76.83119571485958,blinkit,328.0,0,0
58,10776,2024-01-04 13:00:00,28.56822641642314,77.26594764912328,bigbasket,388.8,0,1
58,5099,2024-01-10 01:00:00,28.96233931772526,77.04818721354313,bigbasket,556.0,0,0
58,5200,2024-02-17 16:00:00,28.73429943047625,76.91188319207843,bigbasket,364.8,0,1
58,8547,2024-02-20 16:00:00,28.896748627137427,77.46611323515411,blinkit,570.4,0,1
58,3520,2024-02-28 01:00:00,28.912301217915463,77.27803329857394,blinkit,498.4,0,0
58,1763,2024-04-17 10:00:00,28.46941773077305,77.0005472964434,bigbasket,987.2,100,1
58,12214,2024-04-20 19:00:00,28.99156815426963,76.86493220238592,blinkit,976.0,100,0
59,18443,2024-01-15 03:00:00,28.380074686927525,77.27523219829288,bigbasket,751.2,0,0
59,12167,2024-02-23 00:00:00,28.673033392450503,77.07875014000189,bigbasket,549.6,0,1
59,16895,2024-03-24 00:00:00,28.36018747269043,77.32361281008174,bigbasket,791.2,0,1
59,16008,2024-03-29 05:00:00,28.49596739997681,77.2152048775947,blinkit,908.0,100,1
59,19814,2024-04-27 13:00:00,28.370564730601053,76.99241417060384,blinkit,360.8,0,0
60,14067,2024-01-17 03:00:00,29.06810678194561,77.11822794861436,blinkit,363.2,0,0
60,7838,2024-03-13 22:00:00,28.87500862539852,77.35382296042452,bigbasket,569.6,0,1
60,10145,2024-04-11 03:00:00,28.714840980930383,77.47815052374196,bigbasket,974.4,100,0
61,7424,2024-01-07 00:00:00,28.69712464356784,77.4403074599301,bigbasket,622.4,0,1
61,16529,2024-01-21 09:00:00,28.35992878036958,76.92727809829869,blinkit,592.0,0,1
61,4622,2024-01-26 17:00:00,29.0508885366186,76.98454656071885,blinkit,735.2,0,0
